	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.18503809	0.30983722	1.0	0.25
1	0.6864487	0.81233704	1.0	0.4000000059604645
2	0.90493476	0.9495497	1.0	0.3076923191547394
3	0.06860021	0.12711701	0.0	0.1599999964237213
4	0.10987458	0.19618303	0.0	0.18000000715255737
5	0.049708813	0.093732744	0.0	0.10526315867900848
6	0.11283645	0.20094627	0.0	0.5
7	0.25129896	0.3989128	0.0	0.0
8	0.06544292	0.12161818	0.0	0.17241379618644714
9	0.045479834	0.08609784	0.0	0.1944444477558136
10	0.0785504	0.14424041	0.0	0.10526315867900848
11	0.06651178	0.12348324	0.0	0.208695650100708
12	0.256805	0.40589967	0.0	0.0
13	0.035386503	0.06762874	0.0	0.1568627506494522
14	0.36243153	0.52918506	0.0	0.190476194024086
15	0.037653685	0.07180795	0.0	0.10810811072587967
16	0.3938825	0.56234336	1.0	0.0
17	0.12627396	0.22224802	0.0	0.2857142984867096
18	0.08264458	0.15119666	0.0	0.1875
19	0.13001564	0.22809112	0.0	0.2183908075094223
20	0.61269647	0.75774574	1.0	0.1666666716337204
21	0.15000951	0.2586826	0.0	0.09589041024446487
22	0.17931834	0.30168784	0.0	0.0
23	0.09937093	0.17908859	0.0	0.1489361673593521
24	0.21187887	0.34707123	0.0	0.16363635659217834
25	0.15952969	0.27288544	0.0	0.2666666805744171
26	0.31470752	0.475893	0.0	0.1666666716337204
27	0.09888497	0.17828995	0.0	0.0
28	0.02215001	0.04286781	0.0	0.1651376187801361
29	0.11068407	0.19748738	0.0	0.11688311398029327
30	0.57715213	0.7296391	1.0	0.6666666865348816
31	0.07198104	0.13296998	0.0	0.10869564861059189
32	0.38185352	0.54983664	1.0	0.0
33	0.25605208	0.40494782	0.0	0.3589743673801422
34	0.108644485	0.19419742	0.0	0.20000000298023224
35	0.20241088	0.33412328	0.0	0.06666667014360428
36	0.12658733	0.22273886	0.0	0.22499999403953552
37	0.031048596	0.0595825	0.0	0.1627907007932663
38	0.016060561	0.03126484	0.0	0.13488371670246124
39	0.17021278	0.2885533	0.0	0.095238097012043
40	0.13809952	0.24058664	0.0	0.21686747670173645
41	0.11559823	0.20536548	0.0	0.1428571492433548
42	0.19978392	0.33049518	0.0	0.14035087823867798
43	0.16221789	0.27685452	0.0	0.11764705926179886
44	0.13044786	0.2287637	0.0	0.09375
45	0.18162644	0.30498564	0.0	0.125
46	0.27592456	0.42970157	0.0	0.4000000059604645
47	0.50563014	0.6691229	1.0	0.0476190485060215
48	0.59028274	0.7401664	1.0	0.0
49	0.5141837	0.6766566	1.0	0.07692307978868484
50	0.11843318	0.20987949	0.0	0.1875
51	0.14034012	0.24401924	0.0	0.0
52	0.15886253	0.2718975	0.0	0.10000000149011612
53	0.48965505	0.65482426	1.0	0.0
54	0.5464396	0.70432824	1.0	0.1428571492433548
55	0.108139485	0.19338107	0.0	0.1538461595773697
56	0.7086888	0.8278867	1.0	0.25
57	0.0637092	0.11858505	0.0	0.10000000149011612
58	0.389818	0.55814123	1.0	0.1818181872367859
59	0.6825506	0.80956984	1.0	0.11999999731779099
60	0.252078	0.39990503	0.0	0.20000000298023224
61	0.54006267	0.69894814	1.0	0.6000000238418579
62	0.5417304	0.7003594	1.0	0.10958904027938843
63	0.07718444	0.14190805	0.0	0.2380952388048172
64	0.5910617	0.7407855	1.0	0.1458333283662796
65	0.07342571	0.13546008	0.0	0.0476190485060215
66	0.05639562	0.10568294	0.0	0.2769230902194977
67	0.27714193	0.43119338	0.0	0.3333333432674408
68	0.20708114	0.34053499	0.0	0.2857142984867096
69	0.46597278	0.63306296	1.0	0.5
70	0.8169103	0.8981881	1.0	0.3095238208770752
71	0.06891179	0.12765792	0.0	0.09259258955717087
72	0.05515623	0.10347918	0.0	0.2063492089509964
73	0.0624682	0.11640799	0.0	0.08510638028383255
74	0.22650167	0.36668336	0.0	0.3333333432674408
75	0.037344843	0.07123959	0.0	0.1259259283542633
76	0.06272182	0.116853505	0.0	0.1621621549129486
77	0.20721316	0.3407156	0.0	0.17391304671764374
78	0.63186204	0.7724	1.0	0.2075471729040146
79	0.10777345	0.19278896	0.0	0.21052631735801697
80	0.062683195	0.116785556	0.0	0.17142857611179352
81	0.6560533	0.7904193	1.0	0.1428571492433548
82	0.6048799	0.7516701	1.0	0.17142857611179352
83	0.08076811	0.14801484	0.0	0.1666666716337204
84	0.17063308	0.28916407	0.0	0.0
85	0.010247976	0.020061612	0.0	0.139860138297081
86	0.03945315	0.075112164	0.0	0.1463414579629898
87	0.51720405	0.6792969	1.0	0.0
88	0.2816819	0.4367322	0.0	0.20000000298023224
89	0.1570448	0.26920038	0.0	0.09090909361839294
90	0.08249119	0.15093699	0.0	0.21875
91	0.16588137	0.28223473	0.0	0.1428571492433548
92	0.59806645	0.7463263	1.0	0.375
93	0.31232136	0.47312844	0.0	0.3333333432674408
94	0.4749792	0.6414199	1.0	0.1666666716337204
95	0.027353495	0.05267617	0.0	0.13333334028720856
96	0.97957414	0.9895641	1.0	0.2222222238779068
97	0.5397807	0.69870925	1.0	0.3333333432674408
98	0.46304703	0.6303264	1.0	0.0
99	0.39904585	0.5676469	1.0	0.12765957415103912
100	0.066767424	0.123928875	0.0	0.10526315867900848
101	0.15517265	0.26641375	0.0	0.15000000596046448
102	0.8171295	0.89832217	1.0	0.12820513546466827
103	0.026967883	0.05195257	0.0	0.11999999731779099
104	0.7459969	0.8530936	1.0	0.30000001192092896
105	0.02530843	0.048832953	0.0	0.12999999523162842
106	0.033099085	0.06339407	0.0	0.11666666716337204
107	0.44119787	0.60954434	1.0	0.15000000596046448
108	0.023739487	0.045874327	0.0	0.125
109	0.012097657	0.023640454	0.0	0.1538461595773697
110	0.11560187	0.20537126	0.0	0.23076923191547394
111	0.4786989	0.64484215	1.0	0.27419355511665344
112	0.022261113	0.043078363	0.0	0.1551724076271057
113	0.036019713	0.06879783	0.0	0.16091954708099365
114	0.1713714	0.2902357	0.0	0.0
115	0.3766837	0.5443955	0.0	1.0
116	0.09923762	0.17886955	0.0	0.10810811072587967
117	0.24222776	0.3872693	0.0	0.3214285671710968
118	0.03170529	0.060804844	0.0	0.145454540848732
119	0.044929028	0.08509889	0.0	0.12765957415103912
120	0.10364717	0.1860866	0.0	0.0
121	0.02745989	0.052875757	0.0	0.13846154510974884
122	0.14295274	0.24800521	0.0	0.20000000298023224
123	0.019790083	0.03838724	0.0	0.1803278625011444
124	0.14671576	0.25371492	0.0	0.25
125	0.026897818	0.05182123	0.0	0.1525423675775528
126	0.09583926	0.17326882	0.0	0.1315789520740509
127	0.13004357	0.22813466	0.0	0.1525423675775528
128	0.14575815	0.2522654	0.0	0.0555555559694767
129	0.108697385	0.19428301	0.0	0.1538461595773697
130	0.10215625	0.18365264	0.0	0.21153846383094788
131	0.697693	0.82024896	1.0	0.29629629850387573
132	0.1211012	0.21410716	0.0	0.3076923191547394
133	0.8901787	0.94126934	1.0	0.10000000149011612
134	0.8768791	0.93369603	1.0	0.38596490025520325
135	0.3575394	0.5238915	1.0	0.15789473056793213
136	0.04832089	0.09123364	0.0	0.21052631735801697
137	0.2791465	0.43364373	1.0	0.25
138	0.031659067	0.060718864	0.0	0.14084507524967194
139	0.17930642	0.3016708	0.0	0.2222222238779068
140	0.76282007	0.8641157	1.0	0.5
141	0.01484862	0.028939247	0.0	0.1505376398563385
142	0.54632866	0.704235	1.0	0.15000000596046448
143	0.112674534	0.20068642	0.0	0.1388888955116272
144	0.058313012	0.10908249	0.0	0.20253165066242218
145	0.11031303	0.19688973	0.0	0.1818181872367859
146	0.15186462	0.2614683	0.0	0.1428571492433548
147	0.029187888	0.05611074	0.0	0.18292683362960815
148	0.049368083	0.09311995	0.0	0.17142857611179352
149	0.80660236	0.8918503	1.0	0.30000001192092896
150	0.06403914	0.11916298	0.0	0.18867924809455872
151	0.1496031	0.25807106	0.0	0.1304347813129425
152	0.026806742	0.051650167	0.0	0.0923076942563057
153	0.49597257	0.66051483	1.0	0.17037037014961243
154	0.022012651	0.042607605	0.0	0.17777778208255768
155	0.009605527	0.018815786	0.0	0.18333333730697632
156	0.6356224	0.7752354	1.0	0.21739129722118378
157	0.12370959	0.21822143	0.0	0.12903225421905518
158	0.3298154	0.49317017	0.0	0.25
159	0.1251652	0.22050926	0.0	0.1666666716337204
160	0.23301932	0.37527764	1.0	0.10869564861059189
161	0.13811758	0.24061441	0.0	0.0
162	0.28496408	0.44071263	0.0	0.125
163	0.14165711	0.24603078	0.0	0.4000000059604645
164	0.64986825	0.78586185	1.0	0.239130437374115
165	0.5252311	0.68626374	1.0	0.1621621549129486
166	0.083049566	0.15188193	0.0	0.23255814611911774
167	0.0736866	0.13590908	0.0	0.10526315867900848
168	0.07848549	0.1441296	0.0	0.20000000298023224
169	0.036268204	0.06925619	0.0	0.1568627506494522
170	0.058630437	0.109643996	0.0	0.08163265138864517
171	0.6592618	0.7927704	1.0	0.140625
172	0.23708686	0.38059622	0.0	0.0
173	0.042510778	0.08070114	0.0	0.1666666716337204
174	0.05321178	0.10001156	0.0	0.2666666805744171
175	0.06379071	0.11872795	0.0	0.08196721225976944
176	0.15230012	0.26212084	0.0	0.2777777910232544
177	0.13500178	0.23581901	0.0	0.2142857164144516
178	0.7751538	0.8720653	1.0	0.29629629850387573
179	0.64506555	0.78229964	1.0	0.10000000149011612
180	0.053575814	0.100661725	0.0	0.08695652335882187
181	0.06792748	0.12594798	0.0	0.1756756752729416
182	0.15580866	0.26736146	0.0	0.23999999463558197
183	0.27337375	0.42656663	1.0	0.26829269528388977
184	0.12455383	0.21954906	0.0	0.1111111119389534
185	0.36954266	0.5368132	1.0	0.0833333358168602
186	0.15574962	0.26727352	0.0	0.11764705926179886
187	0.2793947	0.4339466	0.0	0.1818181872367859
188	0.19950321	0.33010662	0.0	0.0
189	0.0015703142	0.0031001866	0.0	0.20000000298023224
190	0.71885157	0.8348601	1.0	0.13432836532592773
191	0.023952961	0.046277344	0.0	0.09302325546741486
192	0.80157095	0.88873065	1.0	0.32258063554763794
193	0.12171838	0.21508235	0.0	0.1111111119389534
194	0.11419898	0.2031292	0.0	0.05882352963089943
195	0.21202165	0.347265	0.0	0.05000000074505806
196	0.6099165	0.75559163	1.0	0.15094339847564697
197	0.24556598	0.3915735	0.0	0.1428571492433548
198	0.686579	0.81242937	1.0	0.06666667014360428
199	0.098867774	0.17826167	0.0	0.17142857611179352
200	0.3535396	0.5195357	1.0	0.1592920422554016
201	0.02641356	0.050911605	0.0	0.0833333358168602
202	0.119695425	0.21188211	0.0	0.1617647111415863
203	0.08896765	0.16183928	0.0	0.16129031777381897
204	0.0138044655	0.026931256	0.0	0.0824742242693901
205	0.08517781	0.15547499	0.0	0.24390244483947754
206	0.42153454	0.5903039	1.0	0.19117647409439087
207	0.42100376	0.58977735	1.0	0.2142857164144516
208	0.5094782	0.67252254	1.0	0.1315789520740509
209	0.6256355	0.76767635	1.0	0.13793103396892548
210	0.6485463	0.78488326	1.0	0.12903225421905518
211	0.37051567	0.5378509	1.0	0.20588235557079315
212	0.16086283	0.27485603	0.0	0.13333334028720856
213	0.07434973	0.13704923	0.0	0.21052631735801697
214	0.023706168	0.045811474	0.0	0.18803419172763824
215	0.85813725	0.922842	1.0	0.2888889014720917
216	0.65399736	0.788908	1.0	0.0892857164144516
217	0.038606554	0.073559016	0.0	0.17763157188892365
218	0.072019726	0.13303673	0.0	0.1428571492433548
219	0.07942459	0.14572999	0.0	0.09615384787321091
220	0.04029745	0.076658696	0.0	0.14457830786705017
221	0.060310572	0.112611115	0.0	0.18918919563293457
222	0.14544806	0.25179553	0.0	0.1538461595773697
223	0.021106929	0.04088983	0.0	0.12359550595283508
224	0.29352808	0.45100504	0.0	0.0
225	0.052416414	0.09858942	0.0	0.1489361673593521
226	0.16909465	0.28692666	0.0	0.2647058963775635
227	0.037115067	0.070816696	0.0	0.23076923191547394
228	0.45070216	0.61866015	1.0	0.190476194024086
229	0.14505523	0.2511999	0.0	0.09589041024446487
230	0.19154501	0.3190148	0.0	0.2631579041481018
231	0.020255476	0.039272368	0.0	0.07547169923782349
232	0.15398052	0.26463473	0.0	0.5
233	0.058253527	0.10897702	0.0	0.2073170691728592
234	0.03428337	0.06558883	0.0	0.13793103396892548
235	0.13919237	0.24226254	0.0	0.13333334028720856
236	0.8490912	0.91752535	1.0	0.2628571391105652
237	0.64018065	0.77865535	1.0	0.15625
238	0.06540543	0.121552765	0.0	0.16981132328510284
239	0.438247	0.60668993	0.0	0.0
240	0.08949745	0.16272545	0.0	0.22857142984867096
241	0.19711775	0.32679707	0.0	0.0
242	0.08579305	0.1565111	0.0	0.24285714328289032
243	0.03998688	0.07609016	0.0	0.0833333358168602
244	0.102959394	0.18496463	0.0	0.15555556118488312
245	0.29735166	0.45555714	1.0	0.2222222238779068
246	0.6281345	0.76957643	1.0	0.04651162773370743
247	0.031360358	0.06016296	0.0	0.10144927352666855
248	0.6090663	0.75493145	1.0	0.1666666716337204
249	0.091563046	0.16617274	0.0	0.11428571492433548
250	0.5741922	0.7272422	1.0	0.13636364042758942
251	0.0911296	0.16545033	0.0	0.1428571492433548
252	0.067754626	0.12564752	0.0	0.0
253	0.1586968	0.27165198	0.0	0.25
254	0.057927787	0.108400464	0.0	0.16949152946472168
255	0.11374208	0.2023978	0.0	0.18965516984462738
256	0.10992426	0.19626313	0.0	0.1458333283662796
257	0.8285806	0.90527844	1.0	0.17241379618644714
258	0.19695792	0.32657486	0.0	0.0833333358168602
259	0.064667135	0.120262206	0.0	0.0833333358168602
260	0.7077204	0.827218	1.0	0.1666666716337204
261	0.16729832	0.2843068	0.0	0.06896551698446274
262	0.054408938	0.102148026	0.0	0.15555556118488312
263	0.13805625	0.24052027	0.0	0.2380952388048172
264	0.16035518	0.27410614	0.0	0.1666666716337204
265	0.78806174	0.88026905	1.0	0.20454545319080353
266	0.36457568	0.5314933	0.0	0.3333333432674408
267	0.4450382	0.61324185	1.0	0.14851485192775726
268	0.7110979	0.82954717	1.0	0.25
269	0.8059211	0.89142895	1.0	0.25999999046325684
270	0.45960206	0.62709033	0.0	0.3658536672592163
271	0.116494864	0.20679548	0.0	0.1428571492433548
272	0.29848403	0.45690018	0.0	0.2916666567325592
273	0.44422024	0.61245596	0.0	0.0
274	0.3830367	0.55107635	0.0	0.3181818127632141
275	0.044327557	0.084006995	0.0	0.12643678486347198
276	0.17875126	0.30087563	0.0	0.20000000298023224
277	0.60664684	0.75304866	1.0	0.06666667014360428
278	0.1469076	0.254005	0.0	0.38461539149284363
279	0.4436285	0.6118868	1.0	0.29411765933036804
280	0.083933145	0.15337536	0.0	0.1875
281	0.56045115	0.7159972	1.0	0.5
282	0.5249009	0.68597865	1.0	0.1942446082830429
283	0.689414	0.81443363	1.0	0.1587301641702652
