	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.179645	0.41113037	0.0	0.0
1	0.04926774	0.1417897	0.0	0.0
2	0.69338167	0.8781939	1.0	0.23076923191547394
3	0.13866067	0.33916917	0.0	0.20000000298023224
4	0.03008613	0.08999616	0.0	0.23999999463558197
5	0.03831005	0.11269337	0.0	0.15789473056793213
6	0.49696612	0.7590219	1.0	0.5
7	0.47780928	0.7447184	1.0	0.3333333432674408
8	0.1303418	0.32333666	0.0	0.13793103396892548
9	0.13518015	0.33259916	0.0	0.2222222238779068
10	0.080774575	0.21884531	0.0	0.2631579041481018
11	0.5331843	0.784552	1.0	0.14782609045505524
12	0.24524441	0.5088294	0.0	0.3333333432674408
13	0.070527494	0.19479421	0.0	0.1568627506494522
14	0.018847436	0.057709545	0.0	0.095238097012043
15	0.48279327	0.74849576	1.0	0.2432432472705841
16	0.6266868	0.84257185	1.0	0.1538461595773697
17	0.031440705	0.093787104	0.0	0.1785714328289032
18	0.49238643	0.75565493	1.0	0.21875
19	0.0071410537	0.02241698	0.0	0.2068965584039688
20	0.5016507	0.7624326	1.0	0.1666666716337204
21	0.012940764	0.040121764	0.0	0.027397260069847107
22	0.048452556	0.1396687	0.0	0.13333334028720856
23	0.004318416	0.013639241	0.0	0.08510638028383255
24	0.006896347	0.02166006	0.0	0.05454545468091965
25	0.45435318	0.726386	1.0	0.2666666805744171
26	0.052015513	0.14888969	0.0	0.1111111119389534
27	0.070756465	0.19534189	0.0	0.21052631735801697
28	0.04191938	0.12241843	0.0	0.20183485746383667
29	0.023710817	0.071866184	0.0	0.1428571492433548
30	0.23786077	0.49875408	0.0	0.3333333432674408
31	0.021376789	0.06510833	0.0	0.17391304671764374
32	0.44740742	0.7207749	1.0	0.10000000149011612
33	0.022083968	0.06716266	0.0	0.1538461595773697
34	0.07290456	0.20045623	0.0	0.13333334028720856
35	0.050745934	0.14561889	0.0	0.0
36	0.0064074695	0.020145863	0.0	0.15000000596046448
37	0.66057533	0.86120313	1.0	0.25581395626068115
38	0.01607877	0.049520254	0.0	0.18139535188674927
39	0.41396183	0.69250333	1.0	0.2380952388048172
40	0.38169023	0.6630866	1.0	0.1325301229953766
41	0.047639012	0.13754502	0.0	0.0892857164144516
42	0.32102776	0.6011855	1.0	0.12280701845884323
43	0.03366387	0.099963844	0.0	0.19607843458652496
44	0.05420223	0.15448537	0.0	0.0625
45	0.44386157	0.7178771	1.0	0.375
46	0.09838283	0.2581008	0.0	0.20000000298023224
47	0.032972306	0.09804857	0.0	0.095238097012043
48	0.56204164	0.8035943	1.0	0.4444444477558136
49	0.36445874	0.64643294	1.0	0.0
50	0.0780029	0.21243075	0.0	0.1875
51	0.58189994	0.8160839	1.0	0.23529411852359772
52	0.05583775	0.15863931	0.0	0.17499999701976776
53	0.602917	0.82879263	1.0	0.0
54	0.30823493	0.5868785	1.0	0.2142857164144516
55	0.24405941	0.5072267	0.0	0.19230769574642181
56	0.05706069	0.16172814	0.0	0.0
57	0.020003438	0.06110081	0.0	0.1428571492433548
58	0.35980126	0.641811	1.0	0.145454540848732
59	0.42302507	0.7003768	1.0	0.14000000059604645
60	0.15307477	0.36558002	0.0	0.20000000298023224
61	0.09939113	0.26027346	0.0	0.20000000298023224
62	0.28846103	0.56379783	1.0	0.1780821979045868
63	0.09762123	0.25645447	0.0	0.2380952388048172
64	0.013383567	0.041455716	0.0	0.125
65	0.035034984	0.10374549	0.0	0.095238097012043
66	0.015347391	0.0473409	0.0	0.2153846174478531
67	0.25042838	0.5157776	1.0	0.1666666716337204
68	0.44911647	0.72216344	1.0	0.095238097012043
69	0.20126396	0.44547927	0.0	0.0
70	0.015256077	0.04706821	0.0	0.0476190485060215
71	0.013008475	0.04032594	0.0	0.1111111119389534
72	0.010922968	0.03401205	0.0	0.095238097012043
73	0.067863226	0.188387	0.0	0.19148936867713928
74	0.20185822	0.44639173	0.0	0.3333333432674408
75	0.017842412	0.05474794	0.0	0.18518517911434174
76	0.15208873	0.36381316	0.0	0.1621621549129486
77	0.10193196	0.26571357	0.0	0.1304347813129425
78	0.04187894	0.12231043	0.0	0.07547169923782349
79	0.7739396	0.9160732	1.0	0.2631579041481018
80	0.037141293	0.1095137	0.0	0.20000000298023224
81	0.028944105	0.08678344	0.0	0.2142857164144516
82	0.8370025	0.942435	1.0	0.21904762089252472
83	0.44019464	0.7148562	1.0	0.125
84	0.21152091	0.4609989	0.0	0.6666666865348816
85	0.024054945	0.0728572	0.0	0.1958041936159134
86	0.03641534	0.10753113	0.0	0.09756097197532654
87	0.3548232	0.63681227	1.0	0.0
88	0.36367416	0.645658	1.0	0.0
89	0.06477219	0.1808717	0.0	0.1818181872367859
90	0.07570574	0.20706365	0.0	0.25
91	0.04933113	0.14195454	0.0	0.1428571492433548
92	0.27094632	0.54230696	1.0	0.125
93	0.37951332	0.66102064	1.0	0.3333333432674408
94	0.083827496	0.22583455	0.0	0.0
95	0.055815488	0.15858293	0.0	0.22857142984867096
96	0.029069006	0.087135434	0.0	0.0
97	0.20628008	0.45312902	0.0	0.1666666716337204
98	0.27266443	0.5444608	0.0	0.0
99	0.7302164	0.8961519	1.0	0.21276596188545227
100	0.4646388	0.73453975	1.0	0.10526315867900848
101	0.6495996	0.85529387	1.0	0.15000000596046448
102	0.4360971	0.71145123	1.0	0.23076923191547394
103	0.6598139	0.86079705	1.0	0.18666666746139526
104	0.04545644	0.13181335	0.0	0.15000000596046448
105	0.0892134	0.23797438	0.0	0.2199999988079071
106	0.22329324	0.47823456	0.0	0.23333333432674408
107	0.60138714	0.82788455	1.0	0.10000000149011612
108	0.6933723	0.8781892	1.0	0.3333333432674408
109	0.26340282	0.53272897	0.0	0.26923078298568726
110	0.058520496	0.16539595	0.0	0.21153846383094788
111	0.23513487	0.49498007	1.0	0.14516128599643707
112	0.08878806	0.2370244	0.0	0.18965516984462738
113	0.053269714	0.152105	0.0	0.16091954708099365
114	0.414578	0.69304377	1.0	0.4000000059604645
115	0.31101757	0.590031	1.0	1.0
116	0.38118443	0.6626075	1.0	0.1621621549129486
117	0.05693534	0.16141218	0.0	0.1785714328289032
118	0.01913029	0.05854082	0.0	0.1090909093618393
119	0.07251501	0.19953185	0.0	0.24468085169792175
120	0.32684702	0.6075391	1.0	0.3333333432674408
121	0.03505948	0.103812784	0.0	0.16923077404499054
122	0.090596855	0.2410542	0.0	0.20000000298023224
123	0.23724514	0.49790436	0.0	0.26229506731033325
124	0.08946937	0.23854554	0.0	0.05000000074505806
125	0.10828942	0.2791113	0.0	0.32203391194343567
126	0.05047372	0.14491537	0.0	0.18421052396297455
127	0.016332269	0.050273985	0.0	0.18644067645072937
128	0.11659396	0.296165	0.0	0.0555555559694767
129	0.06346491	0.1776663	0.0	0.23076923191547394
130	0.05708784	0.16179636	0.0	0.25
131	0.047547817	0.13730657	0.0	0.14814814925193787
132	0.3735886	0.6553427	1.0	0.23076923191547394
133	0.007689774	0.024110883	0.0	0.08571428805589676
134	0.029555649	0.088505566	0.0	0.15789473056793213
135	0.6047913	0.8299015	1.0	0.4736842215061188
136	0.5437472	0.7916496	1.0	0.19298245012760162
137	0.40869	0.68784773	1.0	0.25
138	0.041663706	0.1217345	0.0	0.11267605423927307
139	0.1133278	0.28951716	0.0	0.3333333432674408
140	0.13027069	0.3231994	0.0	0.0
141	0.033493847	0.099493384	0.0	0.17204301059246063
142	0.44924167	0.72226506	1.0	0.15000000596046448
143	0.048749357	0.14044172	0.0	0.1388888955116272
144	0.088519275	0.23642337	0.0	0.2278480976819992
145	0.01950115	0.059629172	0.0	0.06060606241226196
146	0.037909806	0.11160621	0.0	0.17142857611179352
147	0.16920745	0.39369792	0.0	0.25609755516052246
148	0.16332793	0.3836198	0.0	0.20000000298023224
149	0.40144658	0.68135774	1.0	0.15000000596046448
150	0.020098954	0.061380178	0.0	0.15094339847564697
151	0.07327762	0.20134032	0.0	0.17391304671764374
152	0.010464728	0.032616913	0.0	0.13846154510974884
153	0.84344745	0.94498515	1.0	0.2074074000120163
154	0.033203244	0.09868872	0.0	0.14074073731899261
155	0.019592136	0.059896022	0.0	0.23333333432674408
156	0.092822015	0.24597529	0.0	0.1304347813129425
157	0.13396943	0.33029556	0.0	0.12903225421905518
158	0.3490187	0.63090575	1.0	0.1875
159	0.047000468	0.1358734	0.0	0.0555555559694767
160	0.6320201	0.84558094	1.0	0.15217390656471252
161	0.1740515	0.40186	0.0	0.0
162	0.18207857	0.415113	0.0	0.0
163	0.063780844	0.1784423	0.0	0.10000000149011612
164	0.05966732	0.1682629	0.0	0.15217390656471252
165	0.71505016	0.8888947	1.0	0.2702702581882477
166	0.125637	0.31418228	0.0	0.20930232107639313
167	0.048009634	0.13851324	0.0	0.22807016968727112
168	0.049606055	0.14266816	0.0	0.0
169	0.28725767	0.5623537	0.0	0.3529411852359772
170	0.016569823	0.050979674	0.0	0.08163265138864517
171	0.02752012	0.08275625	0.0	0.140625
172	0.20530307	0.4516482	0.0	0.0
173	0.10241866	0.2667501	0.0	0.2666666805744171
174	0.2188327	0.47177458	0.0	0.3333333432674408
175	0.6972659	0.8801417	1.0	0.19672131538391113
176	0.48215252	0.7480124	1.0	0.25
177	0.22987846	0.4876182	1.0	0.1428571492433548
178	0.4471074	0.7205306	1.0	0.29629629850387573
179	0.5880071	0.8198296	1.0	0.30000001192092896
180	0.069137484	0.19145957	0.0	0.14492753148078918
181	0.016126484	0.049662024	0.0	0.22972972691059113
182	0.64155424	0.8508872	1.0	0.07999999821186066
183	0.56994087	0.8086203	1.0	0.24390244483947754
184	0.19243819	0.43173283	0.0	0.1666666716337204
185	0.48353857	0.74905723	1.0	0.25
186	0.118621886	0.3002547	0.0	0.3529411852359772
187	0.14882994	0.35793287	0.0	0.0
188	0.13706583	0.33616835	0.0	0.25
189	0.0133968	0.041495472	0.0	0.23999999463558197
190	0.4669779	0.7363686	1.0	0.17910447716712952
191	0.057243347	0.16218811	0.0	0.13953489065170288
192	0.37107977	0.6529139	1.0	0.16129031777381897
193	0.01988554	0.06075564	0.0	0.07407407462596893
194	0.0692302	0.19168249	0.0	0.0
195	0.0717777	0.19777861	0.0	0.05000000074505806
196	0.41676253	0.6949538	1.0	0.22641509771347046
197	0.098508984	0.25837305	0.0	0.2142857164144516
198	0.19686425	0.438673	1.0	0.2666666805744171
199	0.5768177	0.8129332	1.0	0.1428571492433548
200	0.8312191	0.9401249	1.0	0.24778760969638824
201	0.6088565	0.8322933	1.0	0.1666666716337204
202	0.07033551	0.19433454	0.0	0.20588235557079315
203	0.08453393	0.22744048	0.0	0.16129031777381897
204	0.01703614	0.0523628	0.0	0.11340206116437912
205	0.067694604	0.18797949	0.0	0.09756097197532654
206	0.64238715	0.8513464	1.0	0.1764705926179886
207	0.47255886	0.74069524	1.0	0.2142857164144516
208	0.14613634	0.35302442	0.0	0.15789473056793213
209	0.43133315	0.707453	1.0	0.18965516984462738
210	0.35620534	0.63820636	1.0	0.09677419066429138
211	0.3419633	0.6236108	1.0	0.3235294222831726
212	0.012331426	0.038282216	0.0	0.15555556118488312
213	0.09624767	0.25347376	0.0	0.15789473056793213
214	0.047980726	0.1384379	0.0	0.1794871836900711
215	0.2723468	0.54406327	1.0	0.20000000298023224
216	0.7358391	0.8987956	1.0	0.1607142835855484
217	0.018021107	0.05527535	0.0	0.19078947603702545
218	0.03189805	0.095062435	0.0	0.1428571492433548
219	0.44087526	0.71541876	1.0	0.13461539149284363
220	0.61438346	0.8355159	1.0	0.16867469251155853
221	0.17370775	0.40128493	0.0	0.3243243098258972
222	0.3406352	0.62222314	1.0	0.025641025975346565
223	0.011706054	0.03638926	0.0	0.13483145833015442
224	0.15213603	0.36389816	0.0	0.0
225	0.046661556	0.13498425	0.0	0.25531914830207825
226	0.04534951	0.13153145	0.0	0.14705882966518402
227	0.2130675	0.46329778	0.0	0.3589743673801422
228	0.8337808	0.94115067	1.0	0.2222222238779068
229	0.0063165724	0.019864053	0.0	0.1780821979045868
230	0.08957249	0.23877528	0.0	0.21052631735801697
231	0.5136721	0.7710346	1.0	0.2075471729040146
232	0.23337442	0.49252695	0.0	0.5
233	0.045648932	0.13232097	0.0	0.2195121943950653
234	0.31246015	0.5916564	1.0	0.1149425283074379
235	0.08378112	0.22572899	0.0	0.20000000298023224
236	0.28024715	0.55384636	1.0	0.18285714089870453
237	0.025892138	0.07812321	0.0	0.15625
238	0.020951062	0.063868284	0.0	0.15094339847564697
239	0.22852165	0.4856995	1.0	0.25
240	0.060686022	0.17079893	0.0	0.2571428716182709
241	0.19431064	0.4346804	0.0	0.0
242	0.012318969	0.038244545	0.0	0.12857143580913544
243	0.045589298	0.13216373	0.0	0.2777777910232544
244	0.043214142	0.12587306	0.0	0.17777778208255768
245	0.36353368	0.64551914	1.0	0.1111111119389534
246	0.3415382	0.62316704	1.0	0.1627907007932663
247	0.6122011	0.83424747	1.0	0.17391304671764374
248	0.40589002	0.68535197	1.0	0.5
249	0.70095336	0.8819786	1.0	0.22857142984867096
250	0.48943242	0.7534659	1.0	0.1818181872367859
251	0.16072872	0.37910333	0.0	0.3333333432674408
252	0.28483024	0.5594261	0.0	0.3333333432674408
253	0.09688988	0.25486916	0.0	0.0
254	0.024520487	0.074195474	0.0	0.10169491171836853
255	0.008906066	0.027851552	0.0	0.13793103396892548
256	0.036964297	0.10903096	0.0	0.1666666716337204
257	0.07293624	0.20053136	0.0	0.13793103396892548
258	0.044068307	0.12814212	0.0	0.1111111119389534
259	0.2127448	0.46281904	0.0	0.1666666716337204
260	0.087687105	0.2345585	0.0	0.2982456088066101
261	0.03600979	0.10642105	0.0	0.1034482792019844
262	0.12805563	0.31890678	0.0	0.24444444477558136
263	0.12074819	0.3045119	0.0	0.3047619163990021
264	0.09811717	0.257527	0.0	0.1666666716337204
265	0.6030095	0.8288474	1.0	0.20454545319080353
266	0.29310262	0.5693248	1.0	0.0
267	0.4890458	0.75317836	1.0	0.13861386477947235
268	0.25136733	0.5170252	1.0	0.3125
269	0.016965896	0.05215475	0.0	0.1599999964237213
270	0.04542473	0.13172972	0.0	0.2926829159259796
271	0.065671474	0.18306729	0.0	0.17142857611179352
272	0.026502311	0.07986349	0.0	0.1666666716337204
273	0.066217005	0.18439546	0.0	0.25
274	0.3915611	0.67232174	1.0	0.25
275	0.05348763	0.15266189	0.0	0.25287356972694397
276	0.047085673	0.1360966	0.0	0.07999999821186066
277	0.5198315	0.77535987	1.0	0.1666666716337204
278	0.30453056	0.5826459	1.0	0.03846153989434242
279	0.07437241	0.20392731	0.0	0.23529411852359772
280	0.007936299	0.024870485	0.0	0.125
281	0.43693405	0.71214926	1.0	0.75
282	0.84821576	0.94685566	1.0	0.17266187071800232
283	0.641176	0.85067844	1.0	0.2063492089509964
284	0.5818049	0.81602526	1.0	0.19780220091342926
