	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.18207225	0.44373018	0.0	0.0
1	0.12184712	0.3320962	0.0	0.20000000298023224
2	0.66519344	0.876842	1.0	0.23076923191547394
3	0.12640837	0.3414675	0.0	0.2800000011920929
4	0.019127458	0.06531519	0.0	0.20000000298023224
5	0.019142479	0.06536406	0.0	0.15789473056793213
6	0.56816244	0.8250136	1.0	0.5
7	0.5530599	0.8159845	1.0	0.1111111119389534
8	0.22022647	0.50299656	0.0	0.13793103396892548
9	0.12814087	0.34498346	0.0	0.2777777910232544
10	0.10392946	0.29359803	0.0	0.15789473056793213
11	0.5991547	0.84267634	1.0	0.14782609045505524
12	0.21119499	0.48965058	0.0	0.0
13	0.1054222	0.2969123	0.0	0.2549019753932953
14	0.023187041	0.078394204	0.0	0.1428571492433548
15	0.36296165	0.67124045	1.0	0.2432432472705841
16	0.5731429	0.8279289	1.0	0.1538461595773697
17	0.07565656	0.22678664	0.0	0.25
18	0.34154028	0.6501949	1.0	0.21875
19	0.007733941	0.027171314	0.0	0.2298850566148758
20	0.37154266	0.6793376	1.0	0.1666666716337204
21	0.01208207	0.041985244	0.0	0.10958904027938843
22	0.07258293	0.21902806	0.0	0.2666666805744171
23	0.004498273	0.01593393	0.0	0.10638298094272614
24	0.00516212	0.018254876	0.0	0.072727270424366
25	0.45926705	0.75269544	1.0	0.13333334028720856
26	0.025922328	0.087061584	0.0	0.2777777910232544
27	0.08998555	0.2616368	0.0	0.15789473056793213
28	0.014765888	0.050968707	0.0	0.2110091745853424
29	0.052268416	0.16501936	0.0	0.1818181872367859
30	0.14568096	0.37929255	0.0	0.0
31	0.028813899	0.0961003	0.0	0.1304347813129425
32	0.47205624	0.76213896	1.0	0.10000000149011612
33	0.017020673	0.058424175	0.0	0.1538461595773697
34	0.12895349	0.34662455	0.0	0.13333334028720856
35	0.058899283	0.18318933	0.0	0.20000000298023224
36	0.0032338798	0.01149255	0.0	0.15000000596046448
37	0.35643023	0.6649521	1.0	0.27906978130340576
38	0.024589658	0.08285302	0.0	0.17209301888942719
39	0.40322804	0.70771265	1.0	0.2380952388048172
40	0.4402042	0.7380775	1.0	0.1325301229953766
41	0.10263863	0.2907157	0.0	0.1428571492433548
42	0.46250015	0.7551096	1.0	0.10526315867900848
43	0.04942718	0.15706506	0.0	0.1764705926179886
44	0.055208474	0.17314318	0.0	0.09375
45	0.5208614	0.79573166	1.0	0.3125
46	0.122535884	0.33352196	0.0	0.20000000298023224
47	0.041470855	0.13422874	0.0	0.095238097012043
48	0.40273428	0.70728797	1.0	0.3333333432674408
49	0.4292825	0.7293948	1.0	0.07692307978868484
50	0.13423708	0.3571697	0.0	0.3125
51	0.53989685	0.80787504	1.0	0.29411765933036804
52	0.048934788	0.15567604	0.0	0.17499999701976776
53	0.5013091	0.78271693	1.0	0.09090909361839294
54	0.318666	0.6263113	1.0	0.0714285746216774
55	0.16965225	0.42268518	0.0	0.3076923191547394
56	0.08007085	0.2377508	0.0	0.0833333358168602
57	0.028405994	0.09483275	0.0	0.1428571492433548
58	0.29965612	0.60525215	1.0	0.16363635659217834
59	0.41551772	0.7181154	1.0	0.11999999731779099
60	0.09478882	0.2728556	0.0	0.4000000059604645
61	0.07310808	0.2203609	0.0	0.20000000298023224
62	0.45870173	0.7522714	1.0	0.12328767031431198
63	0.045303077	0.1453329	0.0	0.1428571492433548
64	0.025503755	0.08574265	0.0	0.2083333283662796
65	0.029837012	0.09926844	0.0	0.190476194024086
66	0.021795392	0.07393989	0.0	0.16923077404499054
67	0.3919331	0.69786245	1.0	0.3333333432674408
68	0.37751773	0.6848682	1.0	0.0634920671582222
69	0.08655217	0.25347877	0.0	0.0
70	0.022414058	0.07592377	0.0	0.095238097012043
71	0.009669423	0.03380549	0.0	0.07407407462596893
72	0.009312063	0.03258565	0.0	0.0634920671582222
73	0.060017526	0.18620035	0.0	0.21276596188545227
74	0.31223637	0.61931664	0.0	0.0
75	0.02016607	0.06868619	0.0	0.17777778208255768
76	0.18801323	0.45347536	0.0	0.29729729890823364
77	0.069191724	0.21034655	0.0	0.1304347813129425
78	0.040656447	0.13184333	0.0	0.07547169923782349
79	0.4445464	0.74146616	1.0	0.3684210479259491
80	0.05347383	0.1683633	0.0	0.1428571492433548
81	0.084403545	0.2483125	0.0	0.25
82	0.80997664	0.93855464	1.0	0.17142857611179352
83	0.3286509	0.6369246	1.0	0.0833333358168602
84	0.113361806	0.31420815	0.0	0.4166666567325592
85	0.03300014	0.10896546	0.0	0.20279720425605774
86	0.04628411	0.1481438	0.0	0.26829269528388977
87	0.34414256	0.65281725	1.0	0.0
88	0.34967542	0.6583314	1.0	0.0
89	0.061135918	0.18919691	0.0	0.1818181872367859
90	0.02299589	0.07778415	0.0	0.0625
91	0.08259925	0.24393785	0.0	0.1428571492433548
92	0.21349108	0.49308172	1.0	0.0
93	0.62480927	0.8564786	1.0	0.3333333432674408
94	0.0857777	0.25162193	0.0	0.1666666716337204
95	0.088389605	0.25785935	0.0	0.2666666805744171
96	0.014159948	0.04895103	0.0	0.14814814925193787
97	0.10985878	0.30664527	0.0	0.1666666716337204
98	0.18656203	0.4511137	0.0	0.0
99	0.7225718	0.9032255	1.0	0.19148936867713928
100	0.40945262	0.71302164	1.0	0.10526315867900848
101	0.49506256	0.7784373	1.0	0.30000001192092896
102	0.35158354	0.66021395	1.0	0.12820513546466827
103	0.56076336	0.820626	1.0	0.2266666740179062
104	0.055617392	0.17426425	0.0	0.10000000149011612
105	0.078638226	0.23421514	0.0	0.15000000596046448
106	0.24305761	0.5350288	0.0	0.25
107	0.33905762	0.64767545	1.0	0.25
108	0.6715408	0.87990135	1.0	0.25
109	0.31489313	0.6222224	0.0	0.29487180709838867
110	0.029643089	0.09866914	0.0	0.23076923191547394
111	0.36984783	0.6777528	1.0	0.20967741310596466
112	0.07832286	0.23343396	0.0	0.13793103396892548
113	0.060542405	0.18760857	0.0	0.13793103396892548
114	0.4730279	0.7628449	1.0	0.20000000298023224
115	0.29866028	0.6041168	1.0	0.0
116	0.566375	0.82395995	1.0	0.10810811072587967
