	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.17918918	0.30598485	1.0	0.25
1	0.5007132	0.6694603	1.0	0.20000000298023224
2	0.9038186	0.9499452	1.0	0.38461539149284363
3	0.068790406	0.12982264	0.0	0.1599999964237213
4	0.080887645	0.15091342	0.0	0.10000000149011612
5	0.04904747	0.09433785	0.0	0.15789473056793213
6	0.28889942	0.45069993	0.0	0.25
7	0.26365462	0.41966054	0.0	0.2222222238779068
8	0.044696122	0.086333245	0.0	0.2068965584039688
9	0.07085782	0.1334615	0.0	0.1666666716337204
10	0.07022059	0.13234136	0.0	0.15789473056793213
11	0.03827995	0.07440561	0.0	0.156521737575531
12	0.24118832	0.39095888	0.0	0.6666666865348816
13	0.049790323	0.0956977	0.0	0.11764705926179886
14	0.21038473	0.34984615	0.0	0.0476190485060215
15	0.01501286	0.029862612	0.0	0.0810810774564743
16	0.44014648	0.6135655	1.0	0.1538461595773697
17	0.2055423	0.34318888	0.0	0.1428571492433548
18	0.14549232	0.25587684	0.0	0.1875
19	0.1417698	0.25015694	0.0	0.25287356972694397
20	0.597365	0.7497708	1.0	0.0
21	0.07076585	0.13329983	0.0	0.12328767031431198
22	0.17474961	0.2995503	0.0	0.06666667014360428
23	0.07448596	0.13981274	0.0	0.12765957415103912
24	0.11858165	0.21365413	0.0	0.145454540848732
25	0.16719162	0.28848147	0.0	0.2666666805744171
26	0.22630385	0.37135497	0.0	0.2222222238779068
27	0.07828292	0.14641297	0.0	0.0
28	0.019223958	0.03807807	0.0	0.15596330165863037
29	0.05956465	0.113408566	0.0	0.10389610379934311
30	0.44355297	0.6168353	1.0	0.3333333432674408
31	0.041069746	0.07961029	0.0	0.1304347813129425
32	0.59731954	0.7497353	1.0	0.10000000149011612
33	0.54111624	0.704273	0.0	0.25641027092933655
34	0.119310886	0.21482551	0.0	0.13333334028720856
35	0.17116201	0.2943143	0.0	0.06666667014360428
36	0.048871666	0.09401587	0.0	0.15000000596046448
37	0.028329343	0.05560729	0.0	0.1627907007932663
38	0.0129724145	0.025856942	0.0	0.14418604969978333
39	0.16299862	0.2822777	0.0	0.2380952388048172
40	0.11016455	0.20002013	0.0	0.20481927692890167
41	0.09830859	0.18045497	0.0	0.1071428582072258
42	0.25568676	0.40960068	0.0	0.12280701845884323
43	0.17769018	0.30381775	0.0	0.05882352963089943
44	0.073186934	0.13754374	0.0	0.03125
45	0.11477479	0.20751369	0.0	0.1875
46	0.3410451	0.51106113	0.0	0.4000000059604645
47	0.59500825	0.7479297	1.0	0.095238097012043
48	0.45932758	0.63177574	1.0	0.2222222238779068
49	0.34004962	0.5099535	1.0	0.07692307978868484
50	0.090619	0.16753373	0.0	0.125
51	0.07428908	0.13946918	0.0	0.11764705926179886
52	0.060769945	0.1155695	0.0	0.22499999403953552
53	0.42332876	0.5971897	1.0	0.0
54	0.6621367	0.79830325	1.0	0.2142857164144516
55	0.102273375	0.1870454	0.0	0.26923078298568726
56	0.7101711	0.83189356	1.0	0.1666666716337204
57	0.069288075	0.13069987	0.0	0.08571428805589676
58	0.2952326	0.4582941	1.0	0.145454540848732
59	0.60574955	0.7562765	1.0	0.10000000149011612
60	0.26179636	0.41732585	0.0	0.4000000059604645
61	0.42270282	0.5965725	1.0	0.20000000298023224
62	0.6220347	0.7687179	1.0	0.08219178020954132
63	0.11773604	0.2122939	0.0	0.095238097012043
64	0.7263371	0.8427733	1.0	0.125
65	0.052811682	0.101208	0.0	0.0476190485060215
66	0.065995574	0.12488073	0.0	0.16923077404499054
67	0.2312589	0.37793458	0.0	0.0
68	0.20205575	0.33836186	0.0	0.2539682686328888
