	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.20175558	0.28114125	1.0	0.5
1	0.7271101	0.8047985	1.0	0.6000000238418579
2	0.6625843	0.7523867	1.0	0.3076923191547394
3	0.033498377	0.050900757	0.0	0.03999999910593033
4	0.03406191	0.05174136	0.0	0.1599999964237213
5	0.7501788	0.82289946	1.0	0.31578946113586426
6	0.35733905	0.46247518	1.0	0.0
7	0.61842895	0.7149271	1.0	0.5555555820465088
8	0.8018821	0.8623147	1.0	0.37931033968925476
9	0.90700555	0.93785703	1.0	0.3611111044883728
10	0.010743767	0.016527295	0.0	0.05263157933950424
11	0.8960466	0.93025416	1.0	0.321739137172699
12	0.49273798	0.6004883	1.0	0.6666666865348816
13	0.014243871	0.021869957	0.0	0.09803921729326248
14	0.9233268	0.9490676	1.0	0.2380952388048172
15	0.5781375	0.6795452	1.0	0.3513513505458832
16	0.26753694	0.3610972	0.0	0.23076923191547394
17	0.75238204	0.8246113	1.0	0.3571428656578064
18	0.7602322	0.83068687	1.0	0.4375
19	0.94025433	0.96055496	1.0	0.37931033968925476
20	0.35341483	0.4582196	1.0	0.3333333432674408
21	0.8795998	0.9187286	1.0	0.39726027846336365
22	0.50639147	0.61351645	1.0	0.20000000298023224
23	0.911201	0.94075143	1.0	0.42553192377090454
24	0.8723699	0.9136176	1.0	0.4727272689342499
25	0.03380549	0.05135894	0.0	0.13333334028720856
26	0.61116564	0.7086352	1.0	0.1111111119389534
27	0.6970321	0.78070074	1.0	0.2631579041481018
28	0.8604649	0.90514165	1.0	0.4128440320491791
29	0.00824818	0.0127055645	0.0	0.11688311398029327
30	0.50051415	0.6079271	1.0	0.6666666865348816
31	0.043937802	0.06639081	0.0	0.15217390656471252
32	0.0440498	0.066556215	0.0	0.10000000149011612
33	0.909034	0.9392575	1.0	0.4615384638309479
34	0.7401085	0.8150378	1.0	0.6000000238418579
35	0.67601436	0.7635181	1.0	0.6666666865348816
36	0.9281988	0.95238835	1.0	0.2750000059604645
37	0.5747658	0.67653054	1.0	0.39534884691238403
38	0.013470411	0.020691007	0.0	0.1534883677959442
39	0.6876141	0.77303684	1.0	0.2857142984867096
40	0.2631294	0.3558973	1.0	0.1807228922843933
41	0.013657033	0.02097559	0.0	0.1607142835855484
42	0.58213305	0.6831067	0.0	0.42105263471603394
43	0.012029707	0.01849252	0.0	0.1764705926179886
44	0.011403501	0.017535985	0.0	0.09375
45	0.05477634	0.082291394	0.0	0.0625
46	0.601371	0.700091	1.0	0.20000000298023224
47	0.08849567	0.13060823	0.0	0.190476194024086
48	0.0332312	0.050502002	0.0	0.2222222238779068
49	0.090520054	0.13345483	1.0	0.03846153989434242
