	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.21409619	0.33345068	1.0	0.5
1	0.66181123	0.78230774	1.0	0.20000000298023224
2	0.709498	0.8176844	1.0	0.38461539149284363
3	0.06994343	0.12134352	0.0	0.20000000298023224
4	0.09520131	0.16193113	0.0	0.1599999964237213
5	0.9040674	0.9453728	1.0	0.42105263471603394
6	0.34891626	0.49599597	1.0	0.5
7	0.8390004	0.9053897	1.0	0.4444444477558136
8	0.78940654	0.8731544	1.0	0.24137930572032928
9	0.9145131	0.951562	1.0	0.4444444477558136
10	0.030675083	0.054921687	0.0	0.05263157933950424
11	0.89184165	0.9380504	1.0	0.3478260934352875
12	0.51678723	0.6626138	1.0	0.3333333432674408
13	0.011966497	0.021757126	0.0	0.09803921729326248
14	0.89663815	0.94093335	1.0	0.4285714328289032
15	0.7795173	0.8665329	1.0	0.2432432472705841
16	0.3233415	0.4673794	0.0	0.38461539149284363
17	0.7503587	0.8466177	1.0	0.4285714328289032
18	0.760984	0.8539436	1.0	0.375
19	0.93821305	0.9653795	1.0	0.39080458879470825
20	0.31181908	0.4541693	1.0	0.1666666716337204
21	0.9040823	0.9453817	1.0	0.3561643958091736
22	0.5754764	0.7134135	1.0	0.2666666805744171
23	0.90724057	0.9472594	1.0	0.3510638177394867
24	0.9032149	0.944865	1.0	0.3636363744735718
25	0.052006423	0.09152207	0.0	0.13333334028720856
26	0.704952	0.8143885	1.0	0.1666666716337204
27	0.8627381	0.9202692	1.0	0.31578946113586426
28	0.8872841	0.9352987	1.0	0.40366971492767334
29	0.01820904	0.03293693	0.0	0.09090909361839294
30	0.38379493	0.53352916	1.0	0.0
31	0.07708466	0.13298225	0.0	0.239130437374115
32	0.033746988	0.060270667	0.0	0.10000000149011612
33	0.94848216	0.97127175	1.0	0.3589743673801422
34	0.81568635	0.8904339	1.0	0.6000000238418579
35	0.8110794	0.88743746	1.0	0.46666666865348816
36	0.9300722	0.96066797	1.0	0.32499998807907104
37	0.60919666	0.7411063	1.0	0.41860464215278625
38	0.05784872	0.10132894	0.0	0.11162790656089783
39	0.7594386	0.852883	1.0	0.4761904776096344
