	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.21346161	0.2968663	1.0	0.5
1	0.7361204	0.8127259	1.0	0.6000000238418579
2	0.81232536	0.87069416	1.0	0.3076923191547394
3	0.04869756	0.07376224	0.0	0.23999999463558197
4	0.05026537	0.076072454	0.0	0.1599999964237213
5	0.7973807	0.8595941	1.0	0.34210526943206787
6	0.24943635	0.34080675	1.0	0.5
7	0.83575344	0.88784194	1.0	0.4444444477558136
8	0.9274143	0.9520999	1.0	0.4482758641242981
9	0.92211777	0.94850457	1.0	0.5
10	0.012979507	0.020047456	0.0	0.1315789520740509
11	0.8302037	0.88380754	1.0	0.3478260934352875
12	0.45710188	0.56706935	1.0	0.0
13	0.028263152	0.043288797	0.0	0.11764705926179886
14	0.8486383	0.8971435	1.0	0.5714285969734192
15	0.70088917	0.7847314	1.0	0.2432432472705841
16	0.35254365	0.4586056	0.0	0.23076923191547394
17	0.6320622	0.7277017	1.0	0.4285714328289032
18	0.7975471	0.85971844	1.0	0.34375
19	0.9311617	0.95463514	1.0	0.3103448152542114
20	0.28954175	0.38800845	1.0	0.8333333134651184
21	0.8855532	0.9232979	1.0	0.39726027846336365
22	0.5923505	0.6933037	1.0	0.3333333432674408
23	0.850804	0.8986979	1.0	0.38297873735427856
24	0.8557129	0.9022122	1.0	0.41818180680274963
25	0.050747067	0.07678145	0.0	0.2666666805744171
26	0.6073068	0.706392	1.0	0.1111111119389534
27	0.8137552	0.8717495	1.0	0.5789473652839661
28	0.9166565	0.94478285	1.0	0.3669724762439728
29	0.01617983	0.024946421	0.0	0.11688311398029327
30	0.42349574	0.53332055	1.0	0.0
31	0.057747483	0.08704406	0.0	0.19565217196941376
32	0.04616624	0.07002401	0.0	0.0
33	0.9233972	0.9493743	1.0	0.5641025900840759
34	0.71412414	0.7953398	1.0	0.46666666865348816
35	0.80949134	0.868599	1.0	0.6666666865348816
36	0.9738739	0.98304796	1.0	0.42500001192092896
37	0.62098587	0.71822095	1.0	0.302325576543808
38	0.025612682	0.039286226	0.0	0.12093023210763931
39	0.81888354	0.87552524	1.0	0.2857142984867096
40	0.5251473	0.63241553	1.0	0.1204819306731224
41	0.020960987	0.032233298	0.0	0.125
42	0.44135115	0.55137783	0.0	0.3333333432674408
43	0.015203863	0.023454368	0.0	0.09803921729326248
44	0.024664074	0.037850857	0.0	0.09375
45	0.103450894	0.15218878	0.0	0.25
46	0.57813066	0.6807072	1.0	0.20000000298023224
47	0.15736023	0.22511867	0.0	0.095238097012043
48	0.105072826	0.15444317	0.0	0.2222222238779068
49	0.05919406	0.08915502	1.0	0.0
50	0.009483844	0.014676571	0.0	0.125
51	0.030682772	0.046932787	0.0	0.1764705926179886
52	0.027466923	0.042087644	0.0	0.17499999701976776
53	0.05577895	0.08416611	1.0	0.09090909361839294
54	0.08253822	0.12277284	0.0	0.1428571492433548
55	0.022001088	0.033813447	0.0	0.1538461595773697
56	0.18448913	0.26032025	1.0	0.25
57	0.02034524	0.031297058	0.0	0.2142857164144516
58	0.3397688	0.44462672	0.0	0.2545454502105713
59	0.26448667	0.35873508	1.0	0.14000000059604645
60	0.6614368	0.75243163	1.0	0.4000000059604645
61	0.6076626	0.7067014	1.0	0.4000000059604645
62	0.20051527	0.2806666	1.0	0.21917808055877686
63	0.034713	0.05298069	0.0	0.0476190485060215
64	0.9077233	0.93866265	1.0	0.3333333432674408
65	0.09060949	0.13420305	0.0	0.095238097012043
66	0.028781265	0.044069767	0.0	0.1538461595773697
67	0.7803938	0.846821	1.0	0.3333333432674408
