	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.18472156	0.29339713	1.0	0.5
1	0.63203895	0.7589098	1.0	0.20000000298023224
2	0.9044892	0.9455183	1.0	0.23076923191547394
3	0.07417095	0.12802005	0.0	0.07999999821186066
4	0.109818876	0.1843943	0.0	0.14000000059604645
5	0.058702767	0.102565825	0.0	0.18421052396297455
6	0.26486522	0.39769113	0.0	0.5
7	0.22533143	0.34770906	0.0	0.1111111119389534
8	0.049332887	0.08684072	0.0	0.17241379618644714
9	0.043842107	0.07751563	0.0	0.1111111119389534
10	0.04881221	0.08595994	0.0	0.18421052396297455
11	0.05970514	0.10423437	0.0	0.21739129722118378
12	0.23931327	0.36569965	0.0	0.3333333432674408
13	0.01499176	0.027135283	0.0	0.0784313753247261
14	0.38707733	0.536466	0.0	0.2380952388048172
15	0.015245289	0.027588367	0.0	0.1621621549129486
16	0.5044332	0.65100765	1.0	0.0
17	0.15949965	0.25803292	0.0	0.1785714328289032
18	0.105621725	0.17791659	0.0	0.15625
19	0.10918766	0.18342277	0.0	0.2298850566148758
20	0.42684048	0.57712543	1.0	0.1666666716337204
21	0.05506581	0.09648991	0.0	0.12328767031431198
22	0.08039221	0.13808447	0.0	0.2666666805744171
23	0.088397324	0.15089169	0.0	0.07446808367967606
24	0.14175129	0.2323513	0.0	0.12727272510528564
25	0.17193186	0.27562672	0.0	0.13333334028720856
26	0.21776086	0.33781984	0.0	0.2777777910232544
27	0.07521704	0.12971929	0.0	0.10526315867900848
28	0.010887057	0.019772291	0.0	0.1376146823167801
29	0.06572783	0.114203304	0.0	0.16883116960525513
30	0.6846995	0.7991823	1.0	0.3333333432674408
31	0.05126807	0.09010768	0.0	0.1304347813129425
32	0.40044835	0.5503637	1.0	0.0
33	0.4869895	0.6349899	0.0	0.23076923191547394
34	0.08033392	0.13799053	0.0	0.13333334028720856
35	0.15827805	0.25628677	0.0	0.13333334028720856
36	0.03415981	0.06087014	0.0	0.15000000596046448
37	0.054909796	0.09622854	0.0	0.1627907007932663
38	0.03508678	0.062475115	0.0	0.12558139860630035
39	0.34663627	0.49297047	0.0	0.190476194024086
40	0.14909613	0.2430611	0.0	0.20481927692890167
41	0.09150773	0.15582517	0.0	0.1607142835855484
42	0.14755884	0.24082911	0.0	0.15789473056793213
43	0.12109706	0.20159674	0.0	0.1764705926179886
44	0.08675635	0.14827934	0.0	0.125
45	0.11172441	0.18732166	0.0	0.1875
46	0.2660238	0.39911532	0.0	0.20000000298023224
47	0.50256884	0.6493113	1.0	0.095238097012043
