	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.18025222	0.4572702	0.0	0.25
1	0.12624997	0.35635316	0.0	0.0
2	0.6185576	0.8613721	1.0	0.1538461595773697
3	0.14126638	0.38662794	0.0	0.1599999964237213
4	0.040537924	0.13933405	0.0	0.18000000715255737
5	0.019734055	0.0716126	0.0	0.1315789520740509
6	0.66633654	0.8844195	1.0	0.5
7	0.53884715	0.8174261	1.0	0.0
8	0.11663294	0.33594757	0.0	0.2068965584039688
9	0.0893248	0.27316877	0.0	0.3055555522441864
10	0.10527137	0.310737	0.0	0.28947368264198303
11	0.47052923	0.7729918	1.0	0.21739129722118378
12	0.21519065	0.51234394	0.0	0.0
13	0.12405068	0.35175925	0.0	0.1568627506494522
14	0.079946995	0.249784	0.0	0.095238097012043
15	0.4776673	0.7779764	1.0	0.21621622145175934
16	0.43423527	0.7462499	1.0	0.3076923191547394
17	0.076533675	0.24101904	0.0	0.2142857164144516
18	0.3725886	0.6946978	1.0	0.15625
19	0.012879521	0.04761365	0.0	0.2068965584039688
20	0.4697318	0.7724296	1.0	0.3333333432674408
21	0.023752749	0.0852772	0.0	0.06849315017461777
22	0.08039585	0.25092638	0.0	0.13333334028720856
23	0.006657362	0.025036931	0.0	0.19148936867713928
24	0.013440073	0.04961005	0.0	0.1090909093618393
25	0.41133124	0.72806704	1.0	0.20000000298023224
26	0.061688274	0.20122015	0.0	0.1666666716337204
27	0.13348192	0.37116686	0.0	0.15789473056793213
28	0.029676855	0.10489711	0.0	0.20183485746383667
29	0.047970384	0.16182533	0.0	0.12987013161182404
30	0.10498312	0.310081	0.0	0.0
31	0.022964627	0.0826205	0.0	0.15217390656471252
32	0.52454054	0.8086935	1.0	0.20000000298023224
33	0.014969081	0.055024326	0.0	0.1794871836900711
34	0.08382687	0.2595806	0.0	0.06666667014360428
35	0.052845836	0.17613143	0.0	0.0
36	0.003205657	0.012172699	0.0	0.17499999701976776
37	0.3716565	0.693851	1.0	0.20930232107639313
38	0.021891981	0.078986526	0.0	0.2279069721698761
39	0.41225767	0.72882366	1.0	0.2380952388048172
40	0.23755088	0.5441717	1.0	0.1325301229953766
41	0.05453071	0.18099597	0.0	0.1428571492433548
42	0.35134333	0.6748411	1.0	0.12280701845884323
43	0.03643933	0.12656438	0.0	0.13725490868091583
44	0.061399847	0.20041877	0.0	0.0625
45	0.48187643	0.78087556	1.0	0.3125
46	0.23046556	0.53435034	0.0	0.20000000298023224
47	0.03972456	0.13682106	0.0	0.095238097012043
48	0.57565945	0.8386588	1.0	0.2222222238779068
49	0.5476737	0.8226752	1.0	0.07692307978868484
50	0.10380244	0.30738604	0.0	0.0625
51	0.63373995	0.8689376	1.0	0.11764705926179886
52	0.07695651	0.24211237	0.0	0.17499999701976776
53	0.69063115	0.8953295	1.0	0.09090909361839294
54	0.32738402	0.65095997	1.0	0.0714285746216774
55	0.16398731	0.42909306	0.0	0.26923078298568726
56	0.075850606	0.23924816	0.0	0.0
57	0.019923598	0.07226378	0.0	0.10000000149011612
58	0.37366197	0.6956702	1.0	0.12727272510528564
59	0.3481747	0.6717764	1.0	0.18000000715255737
60	0.12080142	0.34489387	0.0	0.4000000059604645
61	0.08810359	0.27017975	0.0	0.20000000298023224
62	0.45396316	0.761084	1.0	0.13698630034923553
63	0.1011979	0.30139112	0.0	0.190476194024086
64	0.013333112	0.049229532	0.0	0.1666666716337204
65	0.025180995	0.09006339	0.0	0.1428571492433548
66	0.030451983	0.10741937	0.0	0.07692307978868484
67	0.31191707	0.6346296	1.0	0.1666666716337204
68	0.54947585	0.8237342	1.0	0.0317460335791111
69	0.19275513	0.47778863	0.0	0.0
70	0.015939593	0.058437735	0.0	0.095238097012043
71	0.006403029	0.024097532	0.0	0.018518518656492233
72	0.008303285	0.031084836	0.0	0.0793650820851326
73	0.09177017	0.2791047	0.0	0.21276596188545227
74	0.13690439	0.37802488	0.0	0.3333333432674408
75	0.020324945	0.07364023	0.0	0.16296295821666718
76	0.13095891	0.366049	0.0	0.18918919563293457
77	0.07307434	0.23199275	0.0	0.17391304671764374
78	0.033699393	0.11787671	0.0	0.09433962404727936
79	0.62940174	0.8667997	1.0	0.2631579041481018
80	0.038995177	0.13455859	0.0	0.24285714328289032
81	0.11976087	0.34267545	0.0	0.3214285671710968
82	0.74136454	0.9165505	1.0	0.2380952388048172
83	0.31760505	0.64072275	1.0	0.125
84	0.10272038	0.30490375	0.0	0.25
85	0.047503144	0.16043586	0.0	0.1678321659564972
86	0.074071616	0.23460987	0.0	0.09756097197532654
87	0.31229067	0.635033	1.0	0.0
88	0.18895179	0.47164714	1.0	0.0
89	0.12855071	0.36111408	0.0	0.4545454680919647
90	0.084647	0.2616293	0.0	0.125
91	0.044784725	0.15228814	0.0	0.0714285746216774
92	0.31153318	0.6342147	1.0	0.25
93	0.45253876	0.76003736	1.0	0.0
94	0.12647337	0.3568174	0.0	0.1666666716337204
95	0.10170853	0.30257183	0.0	0.2380952388048172
96	0.016906947	0.061822265	0.0	0.07407407462596893
97	0.18971238	0.4728822	0.0	0.1666666716337204
98	0.2226032	0.523169	0.0	0.0
