	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.2070488	0.33992207	1.0	0.25
1	0.64288217	0.7802393	1.0	0.4000000059604645
2	0.6624979	0.7947194	1.0	0.3076923191547394
3	0.03099963	0.059349716	0.0	0.11999999731779099
4	0.054072887	0.10131785	0.0	0.14000000059604645
5	0.69845	0.820405	1.0	0.42105263471603394
6	0.26122832	0.41085583	1.0	0.5
7	0.6366034	0.77553225	1.0	0.7777777910232544
8	0.843457	0.91398907	1.0	0.37931033968925476
9	0.904065	0.9489425	1.0	0.4166666567325592
10	0.014967799	0.029096574	0.0	0.07894736528396606
11	0.7527975	0.85726464	1.0	0.2956521809101105
12	0.38290536	0.5503119	1.0	0.3333333432674408
13	0.025753558	0.04955131	0.0	0.05882352963089943
14	0.7725582	0.8701153	1.0	0.4761904776096344
15	0.63165957	0.77180105	1.0	0.2432432472705841
16	0.23171324	0.37296987	0.0	0.4615384638309479
17	0.44058886	0.60835266	1.0	0.5714285969734192
18	0.7906192	0.8816165	1.0	0.3125
19	0.91082144	0.9527037	1.0	0.28735631704330444
20	0.24879909	0.39511493	1.0	0.8333333134651184
21	0.8756734	0.9328457	1.0	0.45205479860305786
22	0.4324088	0.60040087	1.0	0.2666666805744171
23	0.9340309	0.9654267	1.0	0.38297873735427856
24	0.8907944	0.9414779	1.0	0.34545454382896423
25	0.014983177	0.029126048	0.0	0.20000000298023224
26	0.48232207	0.6475813	1.0	0.2222222238779068
27	0.7500001	0.8554224	1.0	0.15789473056793213
28	0.8570846	0.9220441	1.0	0.43119266629219055
29	0.014484346	0.028169781	0.0	0.09090909361839294
30	0.28290182	0.43759036	1.0	0.0
31	0.05214876	0.09788653	0.0	0.17391304671764374
32	0.029987186	0.0574663	0.0	0.10000000149011612
33	0.9689542	0.98401386	1.0	0.4615384638309479
34	0.6277308	0.7688199	1.0	0.3333333432674408
35	0.72464466	0.8384561	1.0	0.5333333611488342
36	0.9147151	0.95485926	1.0	0.3499999940395355
37	0.6638705	0.7957201	1.0	0.302325576543808
38	0.027127802	0.05212748	0.0	0.12093023210763931
39	0.71908444	0.8346696	1.0	0.4285714328289032
40	0.5142274	0.67614037	1.0	0.14457830786705017
41	0.03324765	0.06351873	0.0	0.1428571492433548
42	0.4893448	0.65397054	0.0	0.35087719559669495
43	0.015876412	0.030835986	0.0	0.1568627506494522
44	0.02614811	0.050291657	0.0	0.03125
45	0.06036955	0.112461954	0.0	0.25
46	0.500984	0.6644307	1.0	0.20000000298023224
47	0.089046985	0.16162843	0.0	0.190476194024086
48	0.08319759	0.15180582	0.0	0.1111111119389534
