	expected_outcome_st_no_treatment	expected_outcome_st_all_treatment	y	v
0	0.18896985	0.44471815	0.0	0.0
1	0.10181448	0.28038725	0.0	0.0
2	0.59630203	0.8354509	1.0	0.23076923191547394
3	0.10458839	0.28647465	0.0	0.3199999928474426
4	0.02992773	0.095876575	0.0	0.1599999964237213
5	0.018402308	0.06053883	0.0	0.10526315867900848
6	0.43423027	0.72513354	1.0	0.25
7	0.5123472	0.7831437	1.0	0.1111111119389534
8	0.26960486	0.559234	0.0	0.3103448152542114
9	0.111827075	0.3020552	0.0	0.25
10	0.109912366	0.29797617	0.0	0.2368421107530594
11	0.37897667	0.67716825	1.0	0.20000000298023224
12	0.2518893	0.5364654	0.0	0.0
13	0.10894969	0.2959139	0.0	0.21568627655506134
14	0.04063204	0.12707907	0.0	0.2380952388048172
15	0.6299609	0.85405076	1.0	0.29729729890823364
16	0.48344594	0.7628633	1.0	0.4615384638309479
17	0.061392635	0.18355805	0.0	0.3214285671710968
18	0.41497743	0.7091493	1.0	0.28125
19	0.012583673	0.041966528	0.0	0.25287356972694397
20	0.4306982	0.7222558	1.0	0.1666666716337204
21	0.019447535	0.063821584	0.0	0.08219178020954132
22	0.08385104	0.23931217	0.0	0.20000000298023224
23	0.009012282	0.030312032	0.0	0.11702127754688263
24	0.007246107	0.02447468	0.0	0.1090909093618393
25	0.31312573	0.61043376	1.0	0.3333333432674408
26	0.09808111	0.27208954	0.0	0.1666666716337204
27	0.0739696	0.21541819	0.0	0.21052631735801697
28	0.08583632	0.24399787	0.0	0.1376146823167801
29	0.05745575	0.17323306	0.0	0.22077922523021698
30	0.21153942	0.47976393	0.0	0.0
31	0.05299607	0.16132483	0.0	0.1304347813129425
32	0.4516747	0.7389996	1.0	0.30000001192092896
33	0.015838385	0.052417725	0.0	0.12820513546466827
34	0.087026715	0.24678946	0.0	0.0
35	0.05178359	0.15804774	0.0	0.20000000298023224
36	0.009829909	0.03299743	0.0	0.10000000149011612
37	0.5104288	0.781837	1.0	0.23255814611911774
38	0.02236244	0.0728932	0.0	0.20465116202831268
39	0.46444714	0.7488015	1.0	0.2380952388048172
40	0.15635347	0.38913932	1.0	0.1325301229953766
41	0.061982036	0.18508902	0.0	0.1607142835855484
42	0.22020242	0.4925494	1.0	0.08771929889917374
43	0.052880168	0.16101229	0.0	0.1568627506494522
44	0.086131364	0.24469113	0.0	0.09375
45	0.39452597	0.6913324	1.0	0.25
46	0.13568082	0.35047442	0.0	0.0
47	0.032488316	0.103477955	0.0	0.0
48	0.33889985	0.6379509	1.0	0.4444444477558136
49	0.46543312	0.7495463	1.0	0.07692307978868484
50	0.10206631	0.28094265	0.0	0.1875
51	0.6117976	0.84416586	1.0	0.3529411852359772
52	0.09323162	0.26112723	0.0	0.20000000298023224
53	0.56888765	0.8193569	1.0	0.0
54	0.30371246	0.5998887	1.0	0.0714285746216774
